column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12
A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/3.html.,,,,,,,,,,
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/3.html applies to these and all data available from the Mission China air quality monitoring program.,,,,,,,,,,
,,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Guangzhou,PM2.5,2011/11/21 13:00,2011,11,21,13,48,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/21 14:00,2011,11,21,14,63,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/21 15:00,2011,11,21,15,71,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/21 16:00,2011,11,21,16,79,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/21 17:00,2011,11,21,17,78,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/21 18:00,2011,11,21,18,81,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/21 19:00,2011,11,21,19,98,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/21 20:00,2011,11,21,20,96,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/21 21:00,2011,11,21,21,88,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/22 12:00,2011,11,22,12,66,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/22 13:00,2011,11,22,13,58,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/22 14:00,2011,11,22,14,64,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/22 15:00,2011,11,22,15,55,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/22 16:00,2011,11,22,16,50,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/22 17:00,2011,11,22,17,64,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/22 18:00,2011,11,22,18,89,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/22 19:00,2011,11,22,19,84,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/22 20:00,2011,11,22,20,77,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/22 21:00,2011,11,22,21,75,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/22 22:00,2011,11,22,22,79,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/22 23:00,2011,11,22,23,79,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/23 00:00,2011,11,23,0,79,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/23 01:00,2011,11,23,1,84,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/23 03:00,2011,11,23,3,69,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/23 04:00,2011,11,23,4,66,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/23 05:00,2011,11,23,5,64,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/23 06:00,2011,11,23,6,62,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/23 07:00,2011,11,23,7,59,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/23 08:00,2011,11,23,8,60,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/23 09:00,2011,11,23,9,64,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/23 10:00,2011,11,23,10,68,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/23 11:00,2011,11,23,11,58,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/23 12:00,2011,11,23,12,57,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/23 13:00,2011,11,23,13,56,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/23 14:00,2011,11,23,14,47,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/23 15:00,2011,11,23,15,54,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/23 16:00,2011,11,23,16,59,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/23 17:00,2011,11,23,17,65,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/23 18:00,2011,11,23,18,75,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/23 19:00,2011,11,23,19,76,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/23 20:00,2011,11,23,20,79,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/23 21:00,2011,11,23,21,61,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/23 22:00,2011,11,23,22,50,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/23 23:00,2011,11,23,23,61,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/24 00:00,2011,11,24,0,60,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/24 01:00,2011,11,24,1,61,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/24 02:00,2011,11,24,2,64,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/24 03:00,2011,11,24,3,67,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/24 04:00,2011,11,24,4,63,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/24 05:00,2011,11,24,5,63,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/24 06:00,2011,11,24,6,56,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/24 07:00,2011,11,24,7,57,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/24 08:00,2011,11,24,8,49,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/24 09:00,2011,11,24,9,48,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/24 10:00,2011,11,24,10,52,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/24 11:00,2011,11,24,11,49,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/24 12:00,2011,11,24,12,49,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/24 13:00,2011,11,24,13,47,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/24 14:00,2011,11,24,14,48,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/24 15:00,2011,11,24,15,50,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/24 16:00,2011,11,24,16,53,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/24 17:00,2011,11,24,17,46,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/24 18:00,2011,11,24,18,60,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/24 19:00,2011,11,24,19,60,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/24 20:00,2011,11,24,20,55,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/24 21:00,2011,11,24,21,63,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/24 22:00,2011,11,24,22,71,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/24 23:00,2011,11,24,23,58,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/25 00:00,2011,11,25,0,92,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/25 01:00,2011,11,25,1,88,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/25 02:00,2011,11,25,2,110,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/25 03:00,2011,11,25,3,89,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/25 04:00,2011,11,25,4,76,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/25 05:00,2011,11,25,5,56,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/25 06:00,2011,11,25,6,69,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/25 07:00,2011,11,25,7,61,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/25 08:00,2011,11,25,8,67,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/25 09:00,2011,11,25,9,50,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/25 10:00,2011,11,25,10,48,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/25 11:00,2011,11,25,11,44,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/25 12:00,2011,11,25,12,50,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/25 13:00,2011,11,25,13,56,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/25 14:00,2011,11,25,14,48,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/25 15:00,2011,11,25,15,53,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/25 16:00,2011,11,25,16,60,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/25 17:00,2011,11,25,17,64,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/25 18:00,2011,11,25,18,79,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/25 19:00,2011,11,25,19,77,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/25 20:00,2011,11,25,20,85,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/25 21:00,2011,11,25,21,84,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/25 22:00,2011,11,25,22,79,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/25 23:00,2011,11,25,23,82,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/26 00:00,2011,11,26,0,82,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/26 01:00,2011,11,26,1,78,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/26 02:00,2011,11,26,2,66,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/26 03:00,2011,11,26,3,66,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/26 04:00,2011,11,26,4,57,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/26 05:00,2011,11,26,5,55,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/26 06:00,2011,11,26,6,92,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/26 07:00,2011,11,26,7,91,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/26 08:00,2011,11,26,8,98,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/26 09:00,2011,11,26,9,98,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/26 10:00,2011,11,26,10,45,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/26 11:00,2011,11,26,11,44,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/26 12:00,2011,11,26,12,77,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/26 13:00,2011,11,26,13,77,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/26 14:00,2011,11,26,14,43,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/26 15:00,2011,11,26,15,53,"电/m尝,1 Hr""",Valid,
Guangzhou,PM2.5,2011/11/26 16:00,2011,11,26,16,53,"电/m尝,1 Hr""",Valid,
