column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12
A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/4.html.,,,,,,,,,,
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/4.html applies to these and all data available from the Mission China air quality monitoring program.,,,,,,,,,,
,,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Shanghai,PM2.5,2011/12/28 18:00,2011,12,28,18,36,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/28 19:00,2011,12,28,19,41,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/28 20:00,2011,12,28,20,44,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/28 21:00,2011,12,28,21,40,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/28 22:00,2011,12,28,22,25,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/28 23:00,2011,12,28,23,28,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/29 00:00,2011,12,29,0,34,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/29 01:00,2011,12,29,1,25,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/29 02:00,2011,12,29,2,27,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/29 03:00,2011,12,29,3,35,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/29 04:00,2011,12,29,4,33,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/29 05:00,2011,12,29,5,34,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/29 06:00,2011,12,29,6,36,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/29 07:00,2011,12,29,7,40,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/29 08:00,2011,12,29,8,41,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/29 09:00,2011,12,29,9,40,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/29 10:00,2011,12,29,10,40,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/29 12:00,2011,12,29,12,38,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/29 13:00,2011,12,29,13,30,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/29 14:00,2011,12,29,14,42,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/29 15:00,2011,12,29,15,40,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/29 16:00,2011,12,29,16,40,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/29 17:00,2011,12,29,17,79,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/29 18:00,2011,12,29,18,94,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/29 19:00,2011,12,29,19,126,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/29 20:00,2011,12,29,20,125,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/29 21:00,2011,12,29,21,105,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/29 22:00,2011,12,29,22,73,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/29 23:00,2011,12,29,23,47,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/30 00:00,2011,12,30,0,35,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/30 01:00,2011,12,30,1,30,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/30 02:00,2011,12,30,2,27,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/30 03:00,2011,12,30,3,29,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/30 04:00,2011,12,30,4,18,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/30 05:00,2011,12,30,5,21,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/30 06:00,2011,12,30,6,23,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/30 07:00,2011,12,30,7,18,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/30 08:00,2011,12,30,8,24,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/30 09:00,2011,12,30,9,19,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/30 10:00,2011,12,30,10,22,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/30 11:00,2011,12,30,11,27,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/30 12:00,2011,12,30,12,32,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/30 13:00,2011,12,30,13,46,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/30 14:00,2011,12,30,14,56,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/30 15:00,2011,12,30,15,64,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/30 16:00,2011,12,30,16,71,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/30 17:00,2011,12,30,17,70,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/30 18:00,2011,12,30,18,75,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/30 19:00,2011,12,30,19,78,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/30 20:00,2011,12,30,20,68,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/30 21:00,2011,12,30,21,72,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/30 22:00,2011,12,30,22,63,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/30 23:00,2011,12,30,23,63,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/31 00:00,2011,12,31,0,64,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/31 01:00,2011,12,31,1,68,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/31 02:00,2011,12,31,2,59,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/31 03:00,2011,12,31,3,66,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/31 04:00,2011,12,31,4,77,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/31 05:00,2011,12,31,5,85,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/31 06:00,2011,12,31,6,86,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/31 07:00,2011,12,31,7,82,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/31 08:00,2011,12,31,8,85,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/31 09:00,2011,12,31,9,98,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/31 10:00,2011,12,31,10,100,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/31 11:00,2011,12,31,11,106,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/31 12:00,2011,12,31,12,94,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/31 13:00,2011,12,31,13,87,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/31 14:00,2011,12,31,14,80,"电/m尝,1 Hr""",Valid,
Shanghai,PM2.5,2011/12/31 16:00,2011,12,31,16,80,"电/m尝,1 Hr""",Valid,
