column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12
A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/5.html.,,,,,,,,,,
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/5.html applies to these and all data available from the Mission China air quality monitoring program.,,,,,,,,,,
,,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Shenyang,PM2.5,1/1/2017 0:00,2017,1,1,0,120,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/1/2017 1:00,2017,1,1,1,121,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/1/2017 2:00,2017,1,1,2,127,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/1/2017 3:00,2017,1,1,3,128,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/1/2017 4:00,2017,1,1,4,135,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/1/2017 5:00,2017,1,1,5,133,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/1/2017 6:00,2017,1,1,6,141,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/1/2017 7:00,2017,1,1,7,143,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/1/2017 8:00,2017,1,1,8,158,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/1/2017 9:00,2017,1,1,9,162,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/1/2017 10:00,2017,1,1,10,176,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/1/2017 11:00,2017,1,1,11,184,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/1/2017 12:00,2017,1,1,12,199,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/1/2017 13:00,2017,1,1,13,202,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/1/2017 14:00,2017,1,1,14,221,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/1/2017 15:00,2017,1,1,15,223,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/1/2017 16:00,2017,1,1,16,238,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/1/2017 17:00,2017,1,1,17,235,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/1/2017 18:00,2017,1,1,18,253,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/1/2017 19:00,2017,1,1,19,255,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/1/2017 20:00,2017,1,1,20,258,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/1/2017 21:00,2017,1,1,21,267,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/1/2017 22:00,2017,1,1,22,263,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/1/2017 23:00,2017,1,1,23,273,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/2/2017 0:00,2017,1,2,0,265,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/2/2017 1:00,2017,1,2,1,250,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/2/2017 2:00,2017,1,2,2,247,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/2/2017 3:00,2017,1,2,3,233,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/2/2017 4:00,2017,1,2,4,220,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/2/2017 5:00,2017,1,2,5,194,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/2/2017 6:00,2017,1,2,6,154,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/2/2017 7:00,2017,1,2,7,130,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/2/2017 8:00,2017,1,2,8,124,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/2/2017 9:00,2017,1,2,9,109,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/2/2017 10:00,2017,1,2,10,115,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/2/2017 11:00,2017,1,2,11,44,"电/m尝,1 Hr""",Valid,
Shenyang,PM2.5,1/2/2017 12:00,2017,1,2,12,44,"电/m尝,1 Hr""",Valid,
