column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12
Chengdu,PM2.5,2012/6/9 01:00,2012,6,9,1,0,"电/m尝,1 Hr""",Valid,0
Chengdu,PM2.5,2012/6/9 09:00,2012,6,9,9,0,"电/m尝,1 Hr""",Valid,0
Chengdu,PM2.5,2012/6/11 07:00,2012,6,11,7,0,"电/m尝,1 Hr""",Valid,0
Chengdu,PM2.5,2012/6/7 21:00,2012,6,7,21,1,"电/m尝,1 Hr""",Valid,1
Chengdu,PM2.5,2012/6/9 10:00,2012,6,9,10,1,"电/m尝,1 Hr""",Valid,1
Chengdu,PM2.5,2012/6/11 01:00,2012,6,11,1,1,"电/m尝,1 Hr""",Valid,1
Chengdu,PM2.5,2012/6/11 06:00,2012,6,11,6,1,"电/m尝,1 Hr""",Valid,1
Chengdu,PM2.5,2012/6/8 05:00,2012,6,8,5,10,"电/m尝,1 Hr""",Valid,10
Chengdu,PM2.5,2012/6/10 00:00,2012,6,10,0,10,"电/m尝,1 Hr""",Valid,10
Chengdu,PM2.5,2012/6/10 04:00,2012,6,10,4,10,"电/m尝,1 Hr""",Valid,10
Chengdu,PM2.5,2012/6/10 08:00,2012,6,10,8,10,"电/m尝,1 Hr""",Valid,10
Chengdu,PM2.5,2012/6/10 19:00,2012,6,10,19,10,"电/m尝,1 Hr""",Valid,10
Chengdu,PM2.5,2012/8/31 14:00,2012,8,31,14,10,"电/m尝,1 Hr""",Valid,10
Chengdu,PM2.5,2012/6/29 01:00,2012,6,29,1,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/7/6 15:00,2012,7,6,15,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/7/8 11:00,2012,7,8,11,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/7/13 10:00,2012,7,13,10,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/7/19 09:00,2012,7,19,9,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/7/20 22:00,2012,7,20,22,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/7/25 07:00,2012,7,25,7,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/8/10 00:00,2012,8,10,0,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/8/11 19:00,2012,8,11,19,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/8/14 15:00,2012,8,14,15,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/8/16 05:00,2012,8,16,5,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/8/17 02:00,2012,8,17,2,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/8/24 03:00,2012,8,24,3,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/8/25 03:00,2012,8,25,3,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/8/25 21:00,2012,8,25,21,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/9/4 06:00,2012,9,4,6,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/9/9 14:00,2012,9,9,14,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/9/14 10:00,2012,9,14,10,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/9/18 19:00,2012,9,18,19,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/9/22 06:00,2012,9,22,6,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/9/22 22:00,2012,9,22,22,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/9/23 20:00,2012,9,23,20,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/10/1 15:00,2012,10,1,15,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/10/8 12:00,2012,10,8,12,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/10/10 02:00,2012,10,10,2,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/10/17 08:00,2012,10,17,8,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/10/17 20:00,2012,10,17,20,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/10/19 07:00,2012,10,19,7,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/10/19 12:00,2012,10,19,12,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/11/4 03:00,2012,11,4,3,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/11/12 18:00,2012,11,12,18,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/11/17 21:00,2012,11,17,21,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/11/29 02:00,2012,11,29,2,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/12/1 08:00,2012,12,1,8,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/12/5 23:00,2012,12,5,23,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/12/14 09:00,2012,12,14,9,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/12/17 08:00,2012,12,17,8,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/12/19 07:00,2012,12,19,7,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/12/27 06:00,2012,12,27,6,100,"电/m尝,1 Hr""",Valid,100
Chengdu,PM2.5,2012/6/28 08:00,2012,6,28,8,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/7/6 16:00,2012,7,6,16,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/7/13 00:00,2012,7,13,0,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/7/18 21:00,2012,7,18,21,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/8/8 09:00,2012,8,8,9,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/8/13 19:00,2012,8,13,19,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/8/14 16:00,2012,8,14,16,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/8/24 22:00,2012,8,24,22,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/8/25 02:00,2012,8,25,2,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/8/25 12:00,2012,8,25,12,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/8/27 01:00,2012,8,27,1,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/9/3 11:00,2012,9,3,11,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/9/8 07:00,2012,9,8,7,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/9/10 01:00,2012,9,10,1,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/9/23 10:00,2012,9,23,10,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/9/27 08:00,2012,9,27,8,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/10/15 21:00,2012,10,15,21,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/11/1 01:00,2012,11,1,1,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/11/4 20:00,2012,11,4,20,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/11/4 22:00,2012,11,4,22,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/11/10 02:00,2012,11,10,2,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/11/21 15:00,2012,11,21,15,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/11/21 17:00,2012,11,21,17,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/11/28 18:00,2012,11,28,18,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/11/28 23:00,2012,11,28,23,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/12/5 05:00,2012,12,5,5,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/12/12 12:00,2012,12,12,12,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/12/14 01:00,2012,12,14,1,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/12/17 14:00,2012,12,17,14,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/12/28 23:00,2012,12,28,23,101,"电/m尝,1 Hr""",Valid,101
Chengdu,PM2.5,2012/6/28 16:00,2012,6,28,16,102,"电/m尝,1 Hr""",Valid,102
Chengdu,PM2.5,2012/7/12 20:00,2012,7,12,20,102,"电/m尝,1 Hr""",Valid,102
Chengdu,PM2.5,2012/7/20 16:00,2012,7,20,16,102,"电/m尝,1 Hr""",Valid,102
Chengdu,PM2.5,2012/7/20 23:00,2012,7,20,23,102,"电/m尝,1 Hr""",Valid,102
Chengdu,PM2.5,2012/7/30 09:00,2012,7,30,9,102,"电/m尝,1 Hr""",Valid,102
Chengdu,PM2.5,2012/8/10 03:00,2012,8,10,3,102,"电/m尝,1 Hr""",Valid,102
Chengdu,PM2.5,2012/8/11 00:00,2012,8,11,0,102,"电/m尝,1 Hr""",Valid,102
Chengdu,PM2.5,2012/8/27 00:00,2012,8,27,0,102,"电/m尝,1 Hr""",Valid,102
Chengdu,PM2.5,2012/8/27 12:00,2012,8,27,12,102,"电/m尝,1 Hr""",Valid,102
Chengdu,PM2.5,2012/8/28 08:00,2012,8,28,8,102,"电/m尝,1 Hr""",Valid,102
Chengdu,PM2.5,2012/8/30 10:00,2012,8,30,10,102,"电/m尝,1 Hr""",Valid,102
Chengdu,PM2.5,2012/9/3 12:00,2012,9,3,12,102,"电/m尝,1 Hr""",Valid,102
Chengdu,PM2.5,2012/9/14 18:00,2012,9,14,18,102,"电/m尝,1 Hr""",Valid,102
Chengdu,PM2.5,2012/9/18 18:00,2012,9,18,18,102,"电/m尝,1 Hr""",Valid,102
Chengdu,PM2.5,2012/9/19 14:00,2012,9,19,14,102,"电/m尝,1 Hr""",Valid,102
Chengdu,PM2.5,2012/9/21 13:00,2012,9,21,13,102,"电/m尝,1 Hr""",Valid,102
Chengdu,PM2.5,2012/9/23 21:00,2012,9,23,21,102,"电/m尝,1 Hr""",Valid,102
Chengdu,PM2.5,2012/10/16 11:00,2012,10,16,11,102,"电/m尝,1 Hr""",Valid,102
Chengdu,PM2.5,2012/10/17 16:00,2012,10,17,16,102,"电/m尝,1 Hr""",Valid,102
Chengdu,PM2.5,2012/10/17 23:00,2012,10,17,23,102,"电/m尝,1 Hr""",Valid,102
Chengdu,PM2.5,2012/11/7 04:00,2012,11,7,4,102,"电/m尝,1 Hr""",Valid,102
Chengdu,PM2.5,2012/11/20 15:00,2012,11,20,15,102,"电/m尝,1 Hr""",Valid,102
Chengdu,PM2.5,2012/11/29 07:00,2012,11,29,7,102,"电/m尝,1 Hr""",Valid,102
Chengdu,PM2.5,2012/12/2 18:00,2012,12,2,18,102,"电/m尝,1 Hr""",Valid,102
