column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12
Chengdu,PM2.5,1/1/2017 0:00,2017,1,1,0,152,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/1/2017 1:00,2017,1,1,1,139,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/1/2017 2:00,2017,1,1,2,168,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/1/2017 3:00,2017,1,1,3,192,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/1/2017 4:00,2017,1,1,4,193,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/1/2017 5:00,2017,1,1,5,181,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/1/2017 6:00,2017,1,1,6,191,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/1/2017 7:00,2017,1,1,7,197,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/1/2017 8:00,2017,1,1,8,179,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/1/2017 9:00,2017,1,1,9,186,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/1/2017 10:00,2017,1,1,10,188,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/1/2017 11:00,2017,1,1,11,175,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/1/2017 12:00,2017,1,1,12,168,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/1/2017 13:00,2017,1,1,13,179,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/1/2017 14:00,2017,1,1,14,198,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/1/2017 15:00,2017,1,1,15,139,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/1/2017 16:00,2017,1,1,16,126,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/1/2017 17:00,2017,1,1,17,129,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/1/2017 18:00,2017,1,1,18,135,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/1/2017 19:00,2017,1,1,19,133,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/1/2017 20:00,2017,1,1,20,131,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/1/2017 21:00,2017,1,1,21,127,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/1/2017 22:00,2017,1,1,22,152,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/1/2017 23:00,2017,1,1,23,175,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/2/2017 0:00,2017,1,2,0,210,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/2/2017 1:00,2017,1,2,1,239,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/2/2017 2:00,2017,1,2,2,216,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/2/2017 3:00,2017,1,2,3,191,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/2/2017 4:00,2017,1,2,4,191,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/2/2017 5:00,2017,1,2,5,187,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/2/2017 6:00,2017,1,2,6,220,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/2/2017 7:00,2017,1,2,7,204,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/2/2017 8:00,2017,1,2,8,196,"电/m尝,1 Hr""",Valid,
Chengdu,PM2.5,1/2/2017 9:00,2017,1,2,9,192,"电/m尝,1 Hr""",Valid,
